id	filename	description	tag
886	886 - Bottom line.wav	Bottom line, I will knock you the fuck out	
887	887 - Lets finish strong.wav	Oh yeah, let’s finish strong	
888	888 - Not that easy.wav	Hey man, it’s not that easy. If it was that easy you guys would be doing it.	
889	889 - Hey does it look like i care.wav	Hey, does it look like I care.	
890	890 - Hey you want me to yell.wav	Hey, you want me to yell at you? Cos I can do that	
891	891 - Freeze mother bitches.wav	Freeze mother bitches! …. Don’t you move	
892	892 - I blow you.wav	I blow you then I blow yooou.	
893	893 - Ooh shit.wav	Ooh shit !	
894	894 - So sad.wav	So sad	
895	895 - That was cool.wav	That was cool	
896	896 - I need some details.wav	Awww c’mon, I need some details. You get some booby, some assy, a pull on your poi poi? C’mon	
897	897 - beautifuleyes.wav	You have beautiful eyes	
898	898 - iloveyou.wav	I love you	
899	899 - Valkurie_intro.wav	*Ride of the Valkyrie*	
900	900 nokaboom.wav	Where is the KABOOM??? There were supposed to be an earth shuttering KABOOM!!!	
901	901 ct_affirm.wav	Affirmative.	
902	902 negative.wav	Negative.	
903	903 maybe.wav	Maaaaaybeeeeee... you'll think of meeeee, when you are all alone...	
904	904 crying.wav	*Baby crying*	
905	905 ply.wav	Let's play some Tetris motherfucker!	
906	906 specialol.wav	Darrrr. Durrrr. I wanna be in the Special Olympics.	
907	907 whiz.wav	Don't whiz on the electric fence.	
908	908 gaym sux.wav	Thiz Gaym sux!!!	
909	909 dac.wav	It's a bomb, Duck And Cover!	
910	910 bloodycats.wav	Bloody things, I hate those bloody cats. They meow, they piss everywhere and their shit smells just bloody awful.	
911	911 Fishversions.wav	I don't bloody believe it. They've got fish-versions of that little bastards now.	
912	912 villagers.wav	Oh, shit! The villagers again...	
913	913 Enjoyable Game.wav	Thank you for a very enjoyable game.	
914	914 suck again.wav	Oh no! We suck again!!	
915	915 furself.wav	Why don't you go outside and play hide and go fuck yourself?	
916	916 ninja.wav	*Ninja*	
917	917 Thats it man Game Over.wav	That's it man, GAME OVER MAN, Game Over!!	
918	918 doh doh doh.wav	D'oh! D'oh! D'oh! D'oh! D'oh! D'oh! D'oh! D'oh! D'oh! D'oh! D'oh! D'oh! D'oh! D'oh! D'oh!	
919	919 Twilight Zone.wav	*Twilight Zone theme*	
920	920 Always look on the bright side of life.wav	And... always look on the bright side of life... *whistle* Come on!	
921	921 Go ahead make my day.wav	Go ahead, make my day!	
922	922 who needs english.wav	Pffft! English who needs that, i'm never going to England!	
923	923 Whos the Man Huh.wav	Who's the man, huh!? Who's the MAN!?	
924	924 Houston we have a problem.wav	Houston, we have a problem.	
925	925 Artoo says that chances of survival are 725 to 1.wav	Artoo says that chances of survival are 725 to 1.	
926	926 Banzai.wav	Banzai!	
927	927 you're my hero.wav	You're my hero!	
928	928 Roggan.wav	Roggan.	
929	929 Raiding Party.wav	Raiding Party!!!	
930	930 wololo.wav	Wololo!	
931	931 laugh.wav	Ahahahahahahahahahaha uh!!	
932	932 respect.wav	People have got to show the appropriate levels of respect. When you step outta line, you can expect to be respected... back.	
933	933 bestbud.wav	I'll do anything for you! Cause you is my bestest buddy in the whoooole wide world!!	
934	934 ruleno1.wav	Rule number one: My way, or he's a dead Motherf%#¤'s way. There ain't no more rules.	
935	935 crocket.wav	Let's see how you like my cock rocket ... COCK ROCKET!!!	
936	936 unbloody dead.wav	Bloody undead! Un-bloody dead! I mean, it's even worse than bloody cats! Undead! What's the bloody point?!	
937	937 sue.wav	I tell ya, life aint easy for a boy named Sue.	
938	938 war.wav	That's right. It's war once again... We are fighting an enemy like we have never encountered before. They're evil beyond reproach. Where they've come from? I don't know. We need to send them back to wherever it was.	
939	939 killed_kenny.wav	Oh my god! They killed Kenny! You bastards!!!	
940	940 killtomato-song.wav	*Attack of the Killer Tomatoes theme*	
941	941 a-team.wav	*A-Team theme*	
942	942 jamesbond.wav	*James Bond theme*	
943	943 bananaphone.wav	Ding-a-ling-ling-ling-ling-ling-ling-ling! Boo-ba-doo-ba-doop! Boo-ba-doo-ba-doop! Ring ring ring ring ring ring ring banana phone! Ring ring ring ring ring ring ring banana phone!!	
944	944 bananaphone2.wav	Ring ring ring ring ring ring ring banana phone. Ding dong ding dong ding dong ding banana phone. It grows in bunches, I've got my hunches, It's the best! Beats the rest! Cellular, Modular, Interactivodular!	
945	945 ct_backup.wav	Need backup!	
946	946 howdy.wav	Howdy-ho!	
947	947 roger.wav	Roger that!	
948	948 sabre_dance.wav	*Sabre Dance*	
949	949 lovely countdown.wav	Oooh, and what is that? A lovely countdown. I wonder what's going to happen now...	
950	950 mario.wav	It's-e me! Mario!	
951	951 pikachu3.wav	Pikachu!	
952	952 pikasong.wav	Pi, pika pikachu. Pi, pi-ka pikachu. Pi, pika pikachu. Pi pi-ka chaaaaaaa!	
953	953 elephants.wav	Ohhhh, elephants, yeah! Elephants, yeah!	
954	954 elephantsyeah.wav	Ohhhhhhhhhhhhhhhhh, EeeeeeeeeeeeeleeeeeeeeeeeeeePHANTS YEAAAAAAAAAHHHHHHHHHHHHH!!!	
955	955 disco.wav	Burn, baby, burn! - Disco Inferno! - Burn, baby, burn! Burn that Mama down! Burn, baby, burn! - Disco Infernooo, yeah - Burn, baby, burn! Burn thah Mama down!	
956	956 fuhrersface.wav	When der Führer says: 'We iz de Master race', we Heil!, Heil!, right in the Führer's face! Not to love the Führer is a great disgrace, so we Heil!, Heil!, right in the Führer's face!	
957	957 dogout.wav	Who let the dogs out!? Who, who, who, who? Who let the dogs out!? Who, who, who, who? Who let the dogs out!?	
958	958 pok2.wav	Pokémon, (Gotta catch'em all!) A heart so true, our courage will pull us through. You teach me and I'll teach you. Po-ké-mon! Gotta catch'em all, gotta catch'em all. Pokémon!!!	
959	959 konnichiwa.wav	KONNICHIWAAAAAA! Guys do it. Guys do it. Guys do it... Hoia! Hoia! Hoia!....	
960	960 marseillese.wav	Aux armes, citoyens! Formez vos bataillons! Marchons, marchons, qu'un sang impur abreuve nos sillons!!	
961	961 greatmightypoo.wav	Mememememe... I am the Great Mighty Poo and I'm going to throw my shit at you. A huge supply of tish come from my chocolate starfish. How about some scat, you little twat?	
962	962 finland.wav	Finland, Finland, Finland. The country where I want to be, pony trekking or camping, or just watching TV... Finland, Finland, Finland, it's the country for me.	
963	963 ilike`-´.wav	I like Chinese. I like Chinese, they only come up to your knees, yet they're always friendly and they're ready to please. `-´	
964	964 america.wav	America, fuck yeah! Coming again to save the motherfucking day, yeah!	
965	965 bad boys.wav	Bad boys, bad boys! Whatcha gonna do, whatcha gonna do, when they come for you?	
966	966 young_man.wav	Young man! There's no need to feel down. I said, young man! Pick yourself off the ground! I said, YOUNG MAN! 'Cause you're in a new town! There's no need to be unhappy!	
967	967 navy.wav	In the navy! Yes, you can sail the seven seas. In the navy! Yes, you can put your mind at ease. In the navy! Come on now, people, make a stand. In the navy, in the navy! Can't you see we need a hand.	
968	968 Macho man.wav	Macho, macho man! (MACHO MAN!) I've got to be, a macho man! Macho, MACHO MAN! I've got to be a macho! Ow....	
969	969 ymca.wav	It's fun to stay in the Y-M-C-A! It's fun to stay in the Y-M-C-A! They have everything for you men to enjoy, you can hang out with all the boys ... It's fun to stay in the Y-M-C-A! It's fun to stay in the Y-M-C-A-A!	
970	970 homer meow meow meow.wav	Meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow meow!	
971	971 beotches.wav	Hello again my hacker beotches. Ramzi in da hizz house.	
972	972 warez.wav	Ok, lets find some Ware...Ez.. I will search for Bonzi Buddy....	
973	973 its adolf.wav	I'm Mason Dixon and this is... My god it's Adolf Hitler!!!	
974	974 gutenmorgenhitler.wav	This is Sam Smith. He's our undercoverexpert! He's only disguised as Adolf Hitler... Guten Morgen Herr Hitler ... Sprechen sie deutsch?	
975	975 tomatoes are fags.wav	This is Man versus Vegetable. - Technically sir, tomatoes are fags. He means fruits. Ahh fruits... See what I mean....	
976	976 i love to singa.wav	I love to sing-a. About the moon-a and the June-a and the spring-a. I love to sing-a. About a sky of blue-a, or a tea for two-a. Anything-a with a swing-a to an 'I love you-a'. I love to, I love to sing!	
977	977 germans_arrived.wav	The Germans have arrived.	
978	978 real world.wav	Welcome - to the real world.	
979	979 made a mistake.wav	You made a mistake, and that was entirely unacceptable	
980	980 taking fire.wav	Taking fire, need assistance!	
981	981 fire in the hole.wav	Fire in the hole!	
982	982 i need help.wav	I need help!	
983	983 i luv ya man.wav	I luv ya, man!	
984	984 bluepill.wav	Why oh why didn't I take the BLUE pill?	
985	985 force.wav	The Force will be with you, always.	
986	986 gowest.wav	(Go west!) Life is peaceful there. (Go west!) Lots of open air. (Go west!) To begin life new, (Go west!) This is what we'll do.	
987	987 you're very brave.wav	You're very brave, when you're killing unarmed farmers!	
988	988 jail.wav	If you were in the county jail, the first thing they'll do is look at those tennis shoes. And then some guy of a different race, probably ten times bigger then you, ALL MUSCLE and says 'I want those shoes'...	
989	989 garrison-you_go_to_hell.wav	You go to Hell! You go to Hell and you die!	
990	990 damnit.wav	Goddamnit!	
991	991 cartman-son_of_a_bitch_2.wav	Ahh, son of a bitch!	
992	992 garrison-you_talkin_to_me.wav	You talkin' to me? I don't see anyone else around here, so you must be talkin to me...	
993	993 grandpa-kill_me_god_damn_it.wav	Kill me, goddamnit!	
994	994 cartman-oh_look_another_hippie.wav	Oh, look, another hippie.	
995	995 anos.wav	My anus is bleeding. Yaaaaaaay!	
996	996 Empty your mind.wav	Empty your mind, be formless. Shapeless, like water. Now, you put water into a cup, it becomes the cup. You put water into a bottle it becomes the bottle. You put it in a teapot it becomes the teapot... Be water, my friend.	
997	997 kikrazz.wav	Tey may kik r azz, but tey'll nevfr kik our FREEDUM!!!!!	
998	998 braveheart.wav	Would you be willing to trade all the days from this day to that for one chance -- just one chance -- to come back here and tell our enemies that they may take our lives, but they'll never take our freedom!!	
999	999 i_love_horses.wav	I love horses, best of all the animals! I love horses, they're my friends!	
